N00036633::Abraham, Ralph
N00035304::McClelland, Erin
N00036589::McClendon, Martin
N00006863::McClintock, Tom
N00012942::McCollum, Betty
N00003389::McConnell, Mitch
N00034384::McCray, Joseph Sr
N00036134::McCulloch, Craig
N00034908::McDermott, Jim
N00009829::McDermott, Jim
N00036858::McDermott, John V
N00036407::McDonald, Joyce
N00035489::McFadden, Mike
N00033922::McGehearty, Patrick
N00000179::McGovern, James P
N00026627::McHenry, Patrick
N00002356::McIntyre, Mike
N00033834::McKellar, Shirley
N00035397::McKenna, Michael
N00035681::McKenzie, Bobby
N00006882::McKeon, Buck
N00031681::McKinley, David
N00036375::McLaughlin, Curtis E
N00033509::McLeod, Gloria
N00026314::McMorris Rodgers, Cathy
N00035779::McMorris, Brannon
N00026926::McNerney, Jerry
N00036096::McPherson, Jackie
N00033982::McSally, Martha
N00036515::Meade, Stephen
N00033631::Meadows, Mark R
N00031134::Meehan, Patrick
N00001171::Meeks, Gregory W
N00027326::Mendoza, M V
N00000699::Menendez, Robert
N00034547::Meng, Grace
N00035352::Mensing, Dale Kenneth
N00030506::Meo, Michael
N00033037::Mercer, Gabriela Saucedo
N00029303::Merkley, Jeff
N00036795::Mero, Travis
N00012546::Messer, Luke
N00036713::Metcalfe, Margaret
N00036837::Meyer, Randall
N00036696::Meyer, Robert H
N00035513::Meyers, Vic
N00002793::Mica, John L
N00024770::Michaud, Mike
N00025775::Mikkelson, Harley
N00001945::Mikulski, Barbara A
N00036522::Milakovich, Marko
N00009795::Miller, Candice S
N00031493::Miller, Darrel
N00036856::Miller, Eric
N00006954::Miller, Gary
N00007390::Miller, George
N00013846::Miller, Jeff
N00029495::Miller-Meeks, Mariannette
N00035443::Mills, Stewart
N00035464::Minor, Louie
N00035758::Minter, Michael
N00035604::Misiuk, Isaac
N00036475::Mitchell, Cassandra J
N00036041::Mitchell, Nels
N00033368::Mitchum, Christopher
N00034719::Monchil, Russ
N00036610::Montchalin, Mike
N00034502::Montigel, Bob
N00036770::Montilla, Nestor
N00005988::Montoya, Marco
N00036275::Moolenaar, John
N00033814::Mooney, Alex
N00036232::Moore, Art
N00026914::Moore, Gwen
N00035184::Moore, Matt
N00028833::Moran, David
N00005282::Moran, Jerry
N00002083::Moran, Jim
N00036520::Moser-Bartlett, Paula
N00036649::Mosher, Norm
N00035431::Moulton, Seth
N00035416::Mowrer, Jim
N00035634::Moylan, David
N00033410::Mullin, Markwayne
N00036374::Mullis, Barbara Jo
N00031412::Mulvaney, Mick
N00026050::Murkowski, Lisa
N00027566::Murphy, Christopher S
N00035289::Murphy, Pat
N00033091::Murphy, Patrick E
N00036078::Murphy, Richard
N00005531::Murphy, Robert T
N00024992::Murphy, Tim
N00007876::Murray, Patty
N00034492::Murray, Robert
N00000939::Nadler, Jerrold
N00006789::Napolitano, Grace
N00033667::Narvaiz, Susan
N00036647::Nazario, Noel Jaime
N00000153::Neal, Richard E
N00036781::Neely, Charles
N00009926::Nelson, Bill
N00027570::Neree, Dufirstson
N00035336::Nestande, Brian
N00031469::Netherwood, Ray
N00026043::Neugebauer, Randy
N00036758::Neuman, Scott
N00035849::Neuman, Wes
N00036403::Newhouse, Daniel Milton
N00036526::Newman, Joe
N00036512::Nick, Adam
N00032022::Noem, Kristi
N00021207::Nolan, Rick
N00036154::Norcross, Don
N00001692::Norton, Eleanor Holmes
N00032441::Nugent, Richard
N00007248::Nunes, Devin
N00035480::Nunn, Michelle
N00031006::Nunnelee, Alan
N00036572::O'Donnell, Jim
N00003338::O'Hara, Shawn
N00033540::O'Rourke, Beto
N00009638::Obama, Barack
N00034629::Obermueller, Mike
N00024894::Oberweis, James D
N00036771::Olabisi, Bayo
N00031808::Oliver, Bill
N00035096::Olivera, Pablo
N00025870::Olsen, Norm
N00035584::Olsen, Randall
N00029285::Olson, Pete
N00029613::Orman, Greg
N00034310::Orswell, Jack
N00007581::Ose, Doug
N00036455::Ostrowski, Andrew J
N00035612::Overby, Paula
N00031011::Owens, Bill
N00036011::Owens, Doug
N00036063::Paddock, Rebecca
N00035766::Pakootas, Joe
N00031958::Palazzo, Steven
N00000781::Pallone, Frank Jr
N00035691::Palmer, Gary
N00035846::Panifi, Sara Jane
N00036062::Parachuri, Tanuja
N00032976::Parker, Gail
N00034564::Partain, Johnny
N00000751::Pascrell, Bill Jr
N00006397::Pastor, Ed
N00036822::Pastorius, David Allen
N00035104::Paterson, Clark
N00035640::Patrick, Suzanne
N00036772::Patterson, David
N00036328::Paul, Dierdre
N00030836::Paul, Rand
N00029391::Paulsen, Erik
N00034639::Payne, Donald M Jr
N00012672::Pearce, Steve
N00036714::Pearson, Michael
N00035567::Peiser, Dave
N00021580::Pekarek, Thomas
N00007360::Pelosi, Nancy
N00035516::Perdue, David
N00036003::Perez, Frank
N00035984::Perez, Jaime O
N00027510::Perlmutter, Edwin G
N00036567::Perri, Elizabeth
N00034120::Perry, Scott
N00035903::Perske, Joe
N00036800::Petermann, Jeff
N00029277::Peters, Gary
N00033591::Peters, Scott
N00004558::Peterson, Collin
N00026126::Peterson, Richard
N00004426::Petri, Tom
N00035975::Petty, Ken
N00036747::Pfleegor, Scott
N00036168::Phillip, Dan
N00036437::Phillips, Bartholomew J
N00029168::Pierluisi, Pedro
N00036024::Piliere, Frank
N00030005::Ping, Catherine
N00013817::Pingree, Chellie
N00034416::Pittenger, Robert
N00001633::Pitts, Joe
N00035979::Pivoda, Emily
N00035000::Plaskett, Stacey
N00035378::Platt, Carol
N00034992::Pleasant, Martin
N00033549::Pocan, Mark
N00026457::Poe, Ted
N00035746::Poetter, Tom
N00034584::Poliquin, Bruce
N00029127::Polis, Jared
N00030744::Pompeo, Mike
N00036853::Porambo, Joe
N00003682::Portman, Rob
N00029662::Posey, Bill
N00035323::Powers, Amos Scott
N00004565::Pressler, Larry
N00002260::Price, David
N00026160::Price, Tom
N00004092::Proctor, Ken
N00013823::Pryor, Mark
N00036754::Puccetti, Gregory
N00031544::Purl, Doug
N00035812::Quang, Tue Phan
N00036597::Quast, Bob
N00032951::Quick, Mark D
N00030581::Quigley, Mike
N00036410::Rabel, Edward Lawrence Jr
N00002198::Rahall, Nick
N00035757::Raley, J P
N00036568::Ramirez, Eduardo
N00036790::Ramirez, Sampson U
N00000964::Rangel, Charles B
N00035156::Rankin, Ed
N00004633::Rankin, Sam
N00036782::Ransdell, Robert Edward
N00035972::Ratcliffe, John Lee
N00036365::Rath, Megan Ann
N00032524::Rawles, Mark J
N00036579::Ray, Buddy
N00036523::Ray, Leon Loe
N00036553::Ray, Troy
N00036862::Raymond, Robert
N00029405::Recchia, Domenic
N00030145::Redpath, William
N00000362::Reed, Jack
N00030776::Reed, Mark
N00030949::Reed, Tom
N00035999::Reed, Wesley
N00035860::Reese, Brian
N00036005::Reeves, Jason
N00036150::Reich, Ed
N00026885::Reichert, Dave
N00009922::Reid, Harry
N00035752::Reis, Rhue
N00025216::Reiter, George
N00031127::Renacci, Jim
N00035560::Renteria, Amanda
N00013164::Reyes, Art
N00036865::Rhodes, John
N00030968::Ribble, Reid
N00035927::Rice, Kathleen
N00033832::Rice, Tom
N00036151::Rich, Arthur
N00030184::Richmond, Cedric
N00026683::Ridley, H J Jr
N00031653::Ries, Bob
N00030962::Rigell, Scott
N00036793::Rike, Chris
N00035845::Rimensnyder, Nelson
N00036346::Rines, Caprice
N00035583::Ringo, Shirley
N00029441::Risch, James E
N00035549::Ritch, John Thomas
N00035642::Ritchie, Jason
N00036565::Rivera, Daniel Vila
N00030199::Robbins, Frankie
N00005285::Roberts, Pat
N00035337::Robertson, Martha
N00032006::Robinson, Art
N00035753::Robinson, Corinna
N00036298::Robinson, Joey
N00035639::Robles, Luz
N00030768::Roby, Martha
N00001685::Rockefeller, Jay
N00036591::Rockwood, Chris
N00035719::Rodgers, Mike
N00028463::Roe, Phil
N00003473::Rogers, Hal
N00009668::Rogers, Mike
N00024759::Rogers, Mike D
N00036830::Rogers, Warren
N00033985::Rogers, Wendy
N00007151::Rohrabacher, Dana
N00031741::Rokita, Todd
N00029814::Roland, Jon
N00028747::Romaguera, Allan
N00031163::Romanoff, Andrew
N00029018::Rooney, Tom
N00036421::Roots, Roger
N00002858::Ros-Lehtinen, Ileana
N00004719::Roskam, Peter
N00030645::Ross, Dennis
N00035855::Rossano, Timothy
N00035344::Rothblatt, Gabriel
N00031253::Rothfus, Keith J
N00035187::Rounds, Mike
N00033527::Rouzer, David
N00029419::Rowley, Ryan
N00006671::Roybal-Allard, Lucille
N00008264::Royce, Ed
N00013336::Rozzo, Tino
N00030612::Rubio, Marco
N00033510::Ruiz, Raul
N00036581::Rumzie, Robert
N00031988::Runyan, Jon
N00025482::Ruppersberger, Dutch
N00004887::Rush, Bobby L
N00033229::Russell, Jeffrey
N00036748::Russell, Richard
N00036175::Russell, Steven
N00004357::Ryan, Paul
N00025280::Ryan, Tim
N00030418::Sablan, Gregorio
N00036817::Salas, Andrew
N00036438::Salekin, Choudury
N00006446::Salmon, Matt
N00035068::Salvette, Emily
N00034802::Salyer, Michael
N00035699::Samuelson, James Alan
N00032211::Sanchez, David
N00036061::Sanchez, Emily
N00036792::Sanchez, Federico
N00024870::Sanchez, Linda
N00008274::Sanchez, Loretta
N00000528::Sanders, Bernie
N00036641::Sandman, Ray Skip
N00036720::Sanford, Jeffry
N00002424::Sanford, Mark
N00036362::Sannes, Marvin
N00027751::Sarbanes, John
N00036442::Sarvis, Robert Christopher
N00035544::Sasse, Ben
N00036753::Saucier, Charles
N00036112::Savary, Suzanne Joyce
N00009660::Scalise, Steve
N00036564::Schaeffer, Kenneth D
N00004724::Schakowsky, Jan
N00036529::Schamis, Raymond Todd
N00028138::Schatz, Brian
N00036439::Schechter, Eric
N00036541::Schertzing, Eric
N00009585::Schiff, Adam
N00030668::Schilling, Bobby
N00035602::Schlakman, Ian
N00035317::Schnackenberg, Matt
N00033101::Schneider, Brad
N00029273::Schock, Aaron
N00036025::Scholte, Suzanne
N00030071::Schrader, Kurt
N00036774::Schroeder, Hank
N00036268::Schuckman, Perry
N00026106::Schultz, Debbie Wasserman
N00001093::Schumer, Charles E
N00001579::Schwartz, Allyson
N00028618::Schwartz, Leonard
N00006460::Schweikert, David
N00036326::Scolavino, Ruben
N00032457::Scott, Austin
N00022725::Scott, Bob
N00002147::Scott, Bobby
N00024871::Scott, David
N00031782::Scott, Tim
N00035028::Seaman, David
N00036317::Seaman, Jack
N00030695::Sebring, Dan
N00034695::Seibert, Sean
N00036773::Senegal, Villian
N00035332::Senger, Darlene
N00004291::Sensenbrenner, F James Jr
N00001813::Serrano, Jose E
N00003062::Sessions, Jeff
N00005681::Sessions, Pete
N00030622::Sewell, Terri A
N00024790::Shaheen, Jeanne
N00022814::Shapiro, Robert
N00035079::Sharer, Chris
N00000680::Shaw, Herbert
N00036726::Shbeita, Adam
N00028091::Shea-Porter, Carol
N00009920::Shelby, Richard C
N00035041::Shell, Mark
N00035390::Sheridan, Tim
N00006897::Sherman, Brad
N00036133::Sherow, Jim
N00035965::Sherrell, Lenda
N00035991::Shields, Ryan
N00004961::Shimkus, John M
N00036554::Shoemake, Shelley
N00036040::Shogan, Stephen H
N00013770::Shuster, Bill
N00035499::Silverstein, Matt
N00036396::Simonsen, Collin Robert
N00036000::Simonson, Roxanne
N00006263::Simpson, Mike
N00033983::Sinema, Kyrsten
N00036316::Sinner, George
N00027523::Sires, Albio
N00036821::Skalsky, George A
N00036685::Skarin, Bruce
N00001311::Slaughter, Louise M
N00007833::Smith, Adam
N00027623::Smith, Adrian
N00026863::Smith, Bert
N00028522::Smith, Bob
N00009816::Smith, Chris
N00035396::Smith, Glo
N00035282::Smith, Jason
N00036212::Smith, Jesse T
N00001811::Smith, Lamar
N00035801::Smith, Larry
N00036846::Smith, Ruth
N00036717::Smith, Scott
N00035953::Smith, Tootie
N00035034::Soffen, Scott
N00035160::Solodow, Matthew
N00031204::Southerland, Steve
N00036825::Souza, Daniel K
N00036530::Spain, Paul
N00035883::Spangler, Tom
N00036752::Spano, Alexander
N00036339::Spees, Kristen
N00029649::Speier, Jackie
N00036535::Sperber, Joseph Jean
N00036343::St John, Steve
N00004118::Stabenow, Debbie
N00034892::Stadler, Chuck
N00033433::Stainfield, Tami
N00006259::Stallings, Richard
N00035151::Stanczak, James
N00036226::Standiford, Debbie
N00035523::Stefanik, Elise
N00030479::Stein, Gary
N00036646::Steinhardt, Allen Frank
N00036804::Stephens, Barry D
N00028039::Stepp, Ken
N00036562::Stevenson, Will
N00033932::Stewart, Chris
N00036844::Stewart, Rick
N00029574::Stivers, Steve
N00035614::Stocker, Barbara Hamill
N00005918::Stockman, Steve
N00036639::Stockwell, Chris
N00036242::Stokes, Steve
N00001728::Stracuzzi, Natale
N00036812::Strawcutter, Rick
N00026322::Strickland, Tony
N00036561::Strom, Jason
N00036390::Strong, Zack
N00035339::Strouse, Kevin
N00030891::Stutzman, Marlin
N00036789::Suitonu-Chapman, Meleagi
N00035774::Sullivan, Dan
N00034529::Sullivan, Mark
N00033396::Sund, Sharon
N00036236::Sundeen, Dakin
N00036678::Swafford, Amanda
N00033508::Swalwell, Eric
N00036417::Swaney, Mark H
N00036276::Swartout, David
N00029432::Swift, Kat
N00030465::Swing, Gary
N00033798::Tacherra, Johnny
N00036441::Tahiro, Mohammed Abbajebel
N00035535::Takai, Mark
N00006701::Takano, Mark
N00036249::Tapia, Abel
N00036534::Tarpley, Ed
N00028727::Tatar, John
N00035957::Taylor, Kerith Strano
N00036334::Teijeiro, Annette
N00035674::Tennant, Natalie
N00005321::Terry, Lee
N00027605::Tester, Jon
N00030211::Theron, Peter
N00035889::Thomas, Charles (Trey)
N00036718::Thomas, Dave
N00003288::Thompson, Bennie G
N00029736::Thompson, Glenn
N00036855::Thompson, Lee
N00036364::Thompson, Linda
N00007419::Thompson, Mike
N00006052::Thornberry, Mac
N00036745::Thorne, Robert
N00035587::Thorsland, Eric
N00004572::Thune, John
N00035747::Tibbs, David
N00009699::Tiberi, Patrick J
N00000226::Tierney, John F
N00035340::Tilghman, Bill
N00035492::Tillis, Thom
N00034027::Tillman, Jimmy Lee
N00027509::Tipton, Scott
N00036470::Tiscornia, Jude Anthony
N00033812::Tisei, Richard
N00030191::Titus, Dina
N00032169::Tobin, Andy
N00036721::Tomaszewski, Scot John
N00030196::Tonko, Paul
N00001489::Toomey, Pat
N00036107::Torres, Norma
N00035760::Tottenham, Philip
N00036652::Trammell, Jack
N00031133::Trivedi, Manan
N00036369::Troiano, Nicholas Robert
N00035607::Trott, Dave
N00034930::Trout, W Michael (Mike)
N00028830::Trudell, Jerry
N00036392::Tryon, Stephen P
N00029026::Tsongas, Niki
N00007638::Tuika, Tuika
N00036788::Tulafono, Togiola
N00028444::Turk, Jacob
N00025175::Turner, Michael R
N00036463::Tyler, Rick
N00035937::Tyszkiewicz, Marek
N00008051::Udall, Mark
N00006561::Udall, Tom
N00036787::Ude, Mark
N00036377::Umbaugh, Kevin Robert
N00004133::Upton, Fred
N00033367::Valadao, David
N00013820::Van Hollen, Chris
N00036827::Vance, Donald L
N00036381::Vance, Dwayne A
N00035900::Vanderstelt, Dean
N00032311::Vandeven, Rick
N00007021::Vargas, Juan
N00036144::Vaughn, Carrogan
N00036010::Veach, Rodney
N00035969::Veasaw, James B
N00033839::Veasey, Marc
N00034451::Vein, Jim
N00034349::Vela, Filemon
N00001102::Velazquez, Nydia M
N00035720::Venuti, Joe
N00003813::Visclosky, Pete
N00009659::Vitter, David
N00036779::Vivoni, Miguel Hernandez
N00035799::Vogel, David Donald
N00034515::Vohra, Arvin
N00036851::Waddell, David
N00031883::Wade, Kevin
N00035207::Wager, Michael
N00033106::Wagner, Ann L
N00036849::Wahmoff, Chris
N00035424::Wakefield, Margie
N00026368::Walberg, Tim
N00007690::Walden, Greg
N00036548::Walhgren, Sharna
N00035311::Walker, Bradley
N00036691::Walker, Clayton G
N00036675::Walker, Thom M
N00024108::Walkowicz, Gary
N00033288::Wallace, Dave
N00030975::Wallace, Eric M
N00036551::Walley, Lajena
N00031226::Walorski, Jackie
N00035686::Walsh, John
N00035568::Walsh, Martin H
N00036531::Walters, Alejandro M
N00035391::Walters, Mimi
N00027467::Walz, Timothy J
N00035514::Ward, Rick
N00002097::Warner, Mark
N00033492::Warren, Elizabeth
N00026620::Washer, Barbara Dale
N00006690::Waters, Maxine
N00036202::Watson, Todd
N00001861::Waxman, Henry
N00036764::Waymire, William Jr
N00033539::Weber, Randy
N00026335::Webster, Daniel
N00036813::Weeks, James II
N00036054::Weh, Allen
N00035784::Wehby, Monica
N00004578::Weiland, Rick
N00034252::Weisser, Mikel
N00036293::Welborn, Roy
N00000515::Welch, Peter
N00036807::Welch, Ronald II
N00030480::Welzer, Steven
N00033310::Wenstrup, Brad
N00036352::Weppner, Kathleen
N00035527::Westerman, Bruce
N00036030::Westlund, Kelly
N00026163::Westmoreland, Lynn A
N00035904::Westrom, Torrey
N00035709::Whallon, Andrew
N00034249::Wharton, Scott
N00036252::Wheeler, Marihelen
N00035988::Whelan, Jennifer
N00035735::White Wolf, Shawn
N00027421::White, Will Tyler
N00027533::Whitehouse, Sheldon
N00003467::Whitfield, Ed
N00036636::Whitney, Lenar
N00036113::Wichern, Mark
N00003280::Wicker, Roger
N00029769::Wieder, John
N00035762::Wiegmann, Matthew
N00035862::Wight, Thomas
N00026737::Wildman, Andrew Jaye
N00036327::Wilkinson, Anthony
N00036225::Willhite, Brian
N00036829::Williams, Eric Lemonte
N00035680::Williams, Peter
N00030602::Williams, Roger
N00036619::Williamson, John W
N00036843::Willoughby, Donald
N00036440::Wilmoth, Joe B
N00035834::Wilske, Larry
N00030650::Wilson, Frederica
N00024809::Wilson, Joe
N00036136::Wilt, Bill
N00036467::Winton, Mike
N00030000::Wise, Scott
N00035696::Witt, James Lee
N00029459::Wittman, Rob
N00036638::Wofford, Ann
N00002073::Wolf, Frank
N00031857::Womack, Steve
N00036386::Wonnacott, Brian
N00036510::Wood, John Jr
N00032416::Woodall, Rob
N00036213::Woods, James Issac
N00036606::Woods, Ray
N00036163::Woolf, Aaron
N00036630::Wright, Ed
N00035689::Wright, Erick
N00036301::Wright, Paul
N00007724::Wyden, Ron
N00028073::Yarmuth, John A
N00035951::Yates, Jason
N00031502::Yoder, Kevin
N00033220::Yoho, Ted
N00035509::Young, David
N00007999::Young, Don
N00034715::Young, Herschel
N00030670::Young, Todd
N00035569::Ytterberg, Don
N00029887::Zaccaria, Mark
N00027934::Zamora, Eddie
N00029404::Zeldin, Lee
N00033127::Zerban, Rob
N00036358::Zetzer, Mark
N00030451::Zimmer, George
N00035616::Zinke, Ryan K
N00035217::Abbott, Richard Allen IV
N00035490::Abeler, Jim
N00035451::Adams, Alma
N00035446::Adams, Danielle
N00035389::Adams, Steve
N00003028::Aderholt, Robert B
N00009888::Alexander, Lamar
N00025464::Alexander, Rodney
N00031938::Amash, Justin
N00031177::Amodei, Mark
N00035400::Andel, Ellen
N00035408::Anderson, Ikaika
N00035343::Anderson, Quentin
N00000826::Andrews, Robert E
N00035414::Appel, Staci
N00035297::Arkoosh, Val
N00034703::Armstrong, Brandon Christina
N00035259::Arterburn, Tony Edward Jr
N00034426::Assad, Mike
N00007089::Baca, Joe
N00027493::Bachmann, Michele
N00008091::Bachus, Spencer
N00035528::Bailey, Bill
N00035345::Balkema, Chris
N00033981::Barber, Ron
N00035310::Barfield, Jonathan
N00025495::Barletta, Lou
N00034885::Barnhart, Scott J
N00031233::Barr, Andy
N00002526::Barr, Bob
N00026080::Barrow, John
N00005656::Barton, Joe
N00031877::Bass, Karen
N00035448::Battle, George III
N00035475::Baumgardner, Randy
N00035341::Bayne, Ian L
N00035225::Beale, Anthony A
N00033904::Beatty, Joyce
N00009774::Becerra, Xavier
N00032702::Becker, Francis X Jr
N00029901::Begich, Mark
N00031934::Benishek, Dan
N00035438::Benson, Mike
N00033625::Bentivolio, Kerry
N00030717::Bera, Ami
N00035538::Bevin, Matt
N00035303::Bey, Curtiss
N00031747::Bielat, Sean
N00027462::Bilirakis, Gus
N00025292::Bishop, Rob
N00002674::Bishop, Sanford
N00025413::Bishop, Timothy H
N00031539::Black, Diane
N00003105::Blackburn, Marsha
N00032969::Blandford, Keith
N00033744::Blum, Rod
N00007727::Blumenauer, Earl
N00028608::Blyth, John
N00029161::Boccieri, John A
N00003675::Boehner, John
N00035466::Bolger, Richard
N00033474::Bonamici, Suzanne
N00033342::Bongino, Dan
N00035398::Bonilla, Jorge
N00025330::Bonner, Jo
N00035267::Booker, Cory
N00024866::Bordallo, Madeleine Z
N00035420::Bost, Mike
N00035244::Bostic, Curtis
N00035500::Bosworth, Annette
N00026595::Boustany, Charles W Jr
N00035465::Bowden, Craig
N00035307::Boyle, Brendan
N00005883::Brady, Kevin
N00001619::Brady, Robert A
N00027464::Braley, Bruce
N00035365::Brandon, Marcus
N00035371::Brannon, Greg
N00033532::Bridenstine, James
N00035322::Brikho, George
N00030910::Brooks, Mo
N00033495::Brooks, Susan
N00028986::Broun, Paul
N00002713::Brown, Corrine
N00034254::Brownley, Julia
N00035275::Brownsberger, Will
N00035231::Brutus, Otto Patrick
N00035251::Bryant, Ric
N00027626::Buchanan, Vernon
N00031227::Bucshon, Larry
N00025219::Burgess, Michael
N00035249::Busch, Elizabeth Colbert
N00035518::Bussler, Jim
N00033390::Bustos, Cheri
N00027035::Butterfield, G K
N00035380::Byrne, Bradle
N00035436::Byrnes, Pam
N00035433::Cain, Emily
N00033255::Callahan, Mark
N00035362::Callis, Ann
N00007099::Calvert, Ken
N00008086::Camp, Dave
N00027565::Campbell, John
N00035515::Cannon, Jerry
N00013131::Cantor, Eric
N00009771::Capito, Shelley Moore
N00007232::Capps, Lois
N00000267::Capuano, Michael E
N00033373::Cardenas, Tony
N00030736::Carney, John
N00035287::Carr, Joe
N00029513::Carson, Andre
N00035346::Carter, Buddy
N00002659::Carter, Darwin
N00025095::Carter, John
N00034128::Cartwright, Matt
N00035325::Casey, Nick
N00030754::Cash, Richard J
N00030245::Cassidy, Bill
N00027514::Castor, Kathy
N00033316::Castro, Joaquin
N00003689::Chabot, Steve
N00028958::Chaffetz, Jason
N00035224::Chang, Stanley
N00035406::Chapman, Jeff
N00035504::Cheney, Liz
N00035387::Chew, Robin Leo
N00035326::Cho, Roy
N00033246::Choi, Jun
N00000133::Christian-Christensen, Donna
N00030600::Chu, Judy
N00032019::Cicilline, David
N00035278::Clark, Katherine
N00026961::Clarke, Yvette D
N00012460::Clay, William L Jr
N00026790::Cleaver, Emanuel
N00035306::Clemens, Peter
N00035238::Clements, Paul Colin
N00035482::Clovis, Sam
N00002408::Clyburn, James E
N00002247::Coble, Howard
N00035426::Coblenz, Michael
N00003328::Cochran, Thad
N00024753::Coffman, Mike
N00015884::Cohen, Mark
N00003225::Cohen, Steve
N00025726::Cole, Tom
N00001285::Collins, Chris
N00033518::Collins, Doug
N00035370::Collins, Mike
N00000491::Collins, Susan M
N00035536::Colon, Henry
N00026041::Conaway, Mike
N00035348::Condley, Kerri
N00029891::Connolly, Gerry
N00004029::Conyers, John Jr
N00034224::Cook, Paul
N00035430::Coombes, Mike
N00003132::Cooper, Jim
N00035056::Corey, Matthew
N00024852::Cornyn, John
N00026341::Costa, Jim
N00033363::Cotton, Tom
N00024842::Courtney, Joe
N00035208::Cox, David
N00028137::Coyne, John F III
N00035220::Coyne, Paul H Jr
N00035439::Craft, Tom
N00004614::Cramer, Kevin
N00030770::Crawford, Rick
N00012739::Crenshaw, Ander 
N00025648::Crim, Larry R
N00001127::Crowley, Joseph
N00024978::Cuellar, Henry
N00009738::Culberson, John
N00001971::Cummings, Elijah E
N00035403::Curbelo, Carlos
N00033054::Daines, Steven
N00035411::Dandekar, Swati
N00004884::Davis, Danny K
N00034784::Davis, Rodney
N00035321::Davis, Susan
N00009604::Davis, Susan A
N00033328::Day, Tim
N00007781::DeFazio, Peter
N00033168::Defranco, Marisa
N00006134::DeGette, Diana
N00035415::Delacerda, Gabriel
N00033897::Delaney, John K
N00000615::DeLauro, Rosa L
N00030693::DelBene, Suzan
N00035392::Demaio, Carl
N00031593::Denham, Jeff
N00026171::Dent, Charlie
N00035222::Denton, James F Jr
N00035539::Depasquale, Robert
N00034746::DeSantis, Ron
N00030957::Desjarlais, Scott
N00031317::Deutch, Ted
N00025337::Diaz-Balart, Mario
N00035375::Dietz, Matt
N00035374::Dietzel, Paul
N00034429::Dilan, Erik Martin
N00001783::Dingell, John D
N00006023::Doggett, Lloyd
N00035401::Domino, Carl
N00035272::Douglas, John F
N00001373::Doyle, Mike
N00033881::Drummond, William "Cleave" II
N00027860::Duckworth, Tammy
N00030967::Duffy, Sean P
N00035294::Duke, Greg
N00030752::Duncan, Jeff
N00003209::Duncan, John J Jr
N00035242::Dunec, Mark S
N00035260::Dunn, Matt
N00004981::Durbin, Dick
N00035221::Eagleton, Clifford J
N00035519::Earle, Beverly
N00035496::Eck, Alieta
N00035299::Eckles, Shawn
N00035315::Edmunds, Champ
N00028249::Edwards, Donna
N00035313::Eggman, Michael
N00035235::Eidenberg, Alexandra
N00035335::Elder, Bruce
N00035243::Eldridge, Sean
N00028257::Ellison, Keith
N00031513::Ellmers, Renee
N00035266::Embler, Terry
N00031194::Emken, Elizabeth
N00035440::Emmer, Tom
N00035453::Endean-Singh, Leslie
N00001003::Engel, Eliot L
N00035402::Enright, Jean
N00035309::Enyart, Douglas
N00034884::Enyart, William
N00006249::Enzi, Mike
N00035483::Ernst, Joni
N00007335::Eshoo, Anna
N00035409::Espero, Will
N00033217::Esty, Elizabeth
N00035219::Etienne, Michael A
N00007632::Faleomavaega, Eni F H
N00035462::Faparusi, Yomi
N00031672::Farenthold, Blake
N00007312::Farr, Sam
N00001746::Fattah, Chaka
N00035423::Fecteau, Brian
N00035230::Fenton, Ernest B
N00035382::Fincher, Chad
N00031141::Fincher, Steve
N00027229::Fitzpatrick, Michael G
N00035522::Fjeld, Laura
N00030815::Fleischmann, Chuck
N00029679::Fleming, John
N00031545::Flores, Bill
N00013799::Forbes, Randy
N00026631::Fortenberry, Jeff
N00029139::Foster, Bill
N00026166::Foxx, Virginia
N00002893::Frankel, Lois J
N00029016::Franken, Al
N00006423::Franks, Trent
N00035223::Freeman, April
N00000684::Frelinghuysen, Rodney
N00030490::Fudge, Marcia L
N00033281::Gabbard, Tulsi
N00033541::Gallego, Pete
N00035324::Gamble, Venice Jaymes II
N00030856::Garamendi, John
N00029908::Garcia, Joe
N00035548::Garcia, Juan
N00030780::Gardner, Cory
N00035437::Garrett, Mykale
N00000743::Garrett, Scott
N00035457::Garrison, Jennifer
N00035525::Geddes, Gerald
N00035357::George, Robert Wilburn
N00025025::Gerlach, Jim
N00035376::Gerrard, Gary
N00031128::Gibbs, Bob
N00031998::Gibson, Chris
N00035546::Gilbert, Joe
N00024760::Gingrey, Phil
N00035202::Glover, Kevin
N00026182::Goberman, Pavel
N00026148::Gohmert, Louis B Jr
N00035422::Gollin, George
N00035276::Gomez, Gabriel
N00009154::Goodlatte, Bob
N00030993::Goodwin, Loraine
N00030771::Gosar, Paul
N00035458::Gottesman, Russ
N00030880::Gowdy, Trey
N00009975::Graham, Lindsey
N00035449::Graham, Malcolm
N00008799::Granger, Kay
N00035530::Grant, Heather
N00013323::Graves, Sam
N00030788::Graves, Tom
N00028418::Grayson, Alan
N00035476::Grayson, Derrick
N00026686::Green, Al
N00005870::Green, Gene
N00009743::Greene, Mark
N00031297::Griffin, Tim
N00032029::Griffith, Morgan
N00035385::Griffith, Wells
N00025284::Grijalva, Raul M
N00035486::Grimes, Alison
N00031401::Grimm, Michael
N00029400::Grisham, Michelle Lujan
N00012492::Grooms, Larry
N00032386::Guild, Tom
N00029675::Guthrie, Brett
